"Key"	"English"	"Japanese"	"French"	"Spanish"	"German"	"Italian"
"pick_team_desc"	"To control this Gym, you must pit your skills and your Pokémon in battle against others! Three teams compete for control of Gyms. You must join one of the teams before you can battle."	"トレーナーたちは3つのチームに分かれてバトルを繰り広げ、いろいろな場所にあるジムを取り合っています。あなたもチームを選んでジムバトルに参加してください！"	"Pour contrôler cette Arène, tu dois vaincre l’adversaire à l’aide de tes aptitudes et de tes Pokémon. Trois équipes s’affrontent pour le contrôle des Arènes et tu dois en choisir une avant de combattre."	"Para controlar este Gimnasio, debes usar tu destreza al enfrentar a tus Pokémon en combate contra otros. Hay tres equipos que compiten por hacerse con el control de los Gimnasios. Debes elegir el equipo al que quieres unirte antes de poder combatir."	"Um diese Arena zu kontrollieren, musst du dich zusammen mit deinen Pokémon im Kampf gegen andere messen! Drei Teams kämpfen um die Kontrolle der Arenen. Du musst einem Team beitreten, um kämpfen zu können."	"Per controllare questa Palestra dovrai metterti alla prova insieme ai tuoi Pokémon e affrontare altri Allenatori! Sono tre le squadre che competono per il controllo delle Palestre. Prima di lanciarti nelle sfide, scegli a quale squadra vuoi appartenere."
"pick_team1_desc"	"Welcome to Team Mystic!"	"チーム ミスティックへようこそ！"	"Bienvenue dans l’équipe Sagesse."	"¡Te damos la bienvenida al Equipo Sabiduría!"	"Willkommen im Team Weisheit!"	"Vuoi unirti alla Squadra Saggezza?"
"pick_team2_desc"	"Welcome to Team Valor!"	"チーム ヴァーラーへようこそ！"	"Bienvenue dans l’équipe Bravoure."	"¡Te damos la bienvenida al Equipo Valor!"	"Willkommen im Team Wagemut!"	"Vuoi unirti alla Squadra Coraggio?"
"pick_team3_desc"	"Welcome to Team Instinct!"	"チーム インスティンクトへようこそ！"	"Bienvenue dans l’équipe Intuition."	"¡Te damos la bienvenida al Equipo Instinto!"	"Willkommen im Team Intuition!"	"Vuoi unirti alla Squadra Istinto?"
"pick_team_title"	"Select a team to join."	"チームを選んでください"	"Choisis une équipe."	"¡Elige un equipo al que unirte!"	"Entscheide dich für ein Team."	"Scegli a quale squadra unirti."
"pick_team_confirmation"	"Welcome to Team {0}!"	"{0} チームへようこそ！"	"Bienvenue dans l’équipe {0}."	"¡Te damos la bienvenida al Equipo {0}!"	"Willkommen im Team {0}!"	"Vuoi unirti alla Squadra {0}?"
"pick_team_rejection"	"Failed due to error."	"エラーが発生しました"	"Échec dû à une erreur."	"No te has podido unir debido a un error."	"Konnte wegen Fehler nicht ausgeführt werden."	"Si è verificato un errore."
"pokemon_info_evolution_confirmation"	"Do you want to evolve {0}?"	"{0} を進化させますか？"	"Veux-tu faire évoluer {0} ?"	"¿Quieres que {0} evolucione?"	"Möchtest du {0} entwickeln?"	"Vuoi far evolvere {0}?"
"pokemon_info_evolution_failed"	"Couldn't evolve {0} due to an unknown error."	"サーバーエラー：{0}は進化できませんでした"	"Impossible de faire évoluer {0}. Erreur inconnue."	"{0} no ha podido evolucionar debido a un error desconocido."	"{0} konnte sich aus unbekanntem Grund nicht entwickeln."	"Impossibile far evolvere {0}. Errore sconosciuto."
"settings_music"	"Music"	"音楽"	"Musique"	"Música"	"Musik"	"Musica"
"settings_sound_effects"	"Sound Effects"	"効果音"	"Effets sonores"	"Efectos de sonido"	"Soundeffekte"	"Effetti audio"
"settings_vibration"	"Vibration"	"振動"	"Vibration"	"Vibración"	"Vibrieren"	"Vibrazione"
"settings_battery_saver"	"Battery Saver"	"バッテリーセーバー"	"Économiseur de batterie"	"Ahorro de batería"	"Batteriesparer"	"Risparmio batteria"
"settings_sfida"	"Pokémon GO Plus"	"Pokémon GO Plus"	"Pokémon GO Plus"	"Pokémon GO Plus"	"Pokémon GO Plus"	"Pokémon GO Plus"
"settings_sfida_about_link"	"About Pokémon GO Plus"	"Pokémon GO Plus について"	"Infos sur Pokémon GO Plus"	"Acerca de Pokémon GO Plus"	"Über Pokémon GO Plus"	"Info su Pokémon GO Plus"
"inventory_egg"	"Egg"	"タマゴ"	"Œuf"	"Huevo"	"Ei"	"Uovo"
"pokemon_info_evolution_crystals"	"Evolution Shards"	"進化のカケラ"	"Tessons d’Évolution"	"Partes evolutivas"	"Entwicklungsscherben"	"Schegge evolutive"
"pokemon_info_evolution_crystals_remaining"	"Collect {0} more!"	"あと {0} 個"	"Recueille {0} de plus."	"¡Añade a tu colección {0} más!"	"Du brauchst noch {0}!"	"Raccogline altre {0}!"
"pokemon_evolution_tap_to_evolve"	"Tap to evolve!"	"タップして進化させる！"	"Touche pour faire évoluer."	"¡Toca para hacer que evolucione!"	"Zum Entwickeln drauftippen!"	"Tocca qui per farlo evolvere!"
"about_screen_tos_btn"	"Terms of Service"	"利用規約"	"Conditions d'utilisation"	"Condiciones de servicio"	"Nutzungsbedingungen"	"Termini d'uso"
"about_screen_licenses_btn"	"Licenses"	"ライセンス"	"Licences"	"Licencias"	"Lizenzen"	"Licenze"
"about_screen_btn"	"About Pokémon GO"	"Pokémon GO について"	"Infos sur Pokémon GO"	"Acerca de Pokémon GO"	"Über <i>Pokémon GO</i>"	"Info su Pokémon GO"
"about_screen_title"	"About Pokémon GO"	"Pokémon GO について"	"Infos sur Pokémon GO"	"Acerca de Pokémon GO"	"Über Pokémon GO"	"Info su Pokémon GO"
"about_screen_copyright1"	"©2016 Niantic, Inc."	"©2016 Niantic, Inc."	"©2016 Niantic, Inc."	"©2016 Niantic, Inc."	"©2016 Niantic, Inc."	"©2016 Niantic, Inc."
"about_screen_copyright2"	"©2016 Pokémon."	"©2016 Pokémon."	"©2016 Pokémon."	"©2016 Pokémon."	"©2016 Pokémon."	"©2016 Pokémon."
"about_screen_copyright3"	"©1995–2016 Nintendo / Creatures Inc. / GAME FREAK inc."	"©1995–2016 Nintendo / Creatures Inc. / GAME FREAK inc."	"©1995–2016 Nintendo / Creatures Inc. / GAME FREAK inc."	"©1995-2016 Nintendo/Creatures Inc./GAME FREAK inc."	"©1995–2016 Nintendo/Creatures Inc./GAME FREAK inc."	"©1995–2016 Nintendo / Creatures Inc. / GAME FREAK inc."
"settings_go_to_support"	"Help Center"	"ヘルプセンター"	"Point Assistance"	"Centro de ayuda"	"Hilfe-Center"	"Centro assistenza"
"settings_are_you_sure_support_prompt"	"Do you want to leave the game and go to the support website?"	"サポートWebサイトへ移動します。よろしいですか？"	"Quitter le jeu et aller sur le site d’assistance ?"	"¿Quieres salir del juego e ir a la página web de asistencia?"	"Willst du das Spiel verlassen und zur Support-Website gehen?"	"Vuoi lasciare il gioco e visitare il sito del centro assistenza?"
"levelup_items_unlocked"	"Items Unlocked"	"新しい道具が開放されました"	"Objets déverrouillés"	"Objetos desbloqueados"	"Freigeschaltete Items"	"Strumenti sbloccati"
"levelup_sequence_text"	"Level up!"	"レベルアップ！"	"Niveau supérieur !"	"¡Sube de nivel!"	"Level-Aufstieg!"	"Aumento di livello!"
"pokenav_nearby"	"NEARBY"	"近くにいるポケモン"	"PROCHES"	"CERCA"	"In der Nähe"	"DINTORNI"
"pokenav_my_pokedex"	"MY POKÉDEX"	"ポケモン図鑑へ"	"MON POKÉDEX"	"MI POKÉDEX"	"Mein Pokédex"	"IL MIO POKÉDEX"
"admin_name_was_banned"	"Please enter a different nickname."	"使用できないニックネームです"	"Choisis un nouveau nom à l'écran."	"Selecciona un nombre nuevo."	"Bitte wähle einen neuen Benutzernamen aus."	"Inserisci un altro soprannome."
"encounter_pokemon_not_in_range"	"This Pokémon is too far away."	"ポケモンが遠すぎます"	"Ce Pokémon est trop loin."	"Este Pokémon está demasiado lejos."	"Dieses Pokémon ist zu weit entfernt."	"Questo Pokémon è troppo lontano."
"super_effective"	"Super effective!"	"効果はばつぐんだ！"	"Super efficace !"	"¡Supereficaz!"	"Sehr effektiv!"	"Superefficace!"
"not_very_effective"	"Not very effective..."	"効果はいまひとつだ…"	"Pas très efficace..."	"No muy eficaz..."	"Nicht sehr effektiv …"	"Non è molto efficace..."
"attack_dodge"	"Dodged!"	"避けた！"	"Esquivé !"	"¡Esquivado!"	"Ausgewichen!"	"Schivato!"
"gym_deploy_confirmation"	"Are you sure you want to assign {0} to the Gym? It won't be returned to your collection until it's kicked out of the Gym."	"{0} を、ジムへ配置しますか？ジムが破られるまで手持ちに戻りません"	"Veux-tu assigner {0} à l’Arène ? Il ne reviendra dans ta collection que s’il est repoussé de l’Arène."	"¿Seguro que quieres asignar a {0} al Gimnasio? No será devuelto a tu colección hasta que no lo dejen KO en el Gimnasio."	"Bist du sicher, dass du {0} der Arena zuweisen möchtest? Es kehrt erst dann wieder in deine Sammlung zurück, wenn es in der Arena kampfunfähig wird."	"Sei sicuro di voler assegnare {0} a questa Palestra? Non potrà tornare nella tua collezione fino a quando non subirà una sconfitta."
"shop_screen_title"	"SHOP"	"ショップ"	"BOUTIQUE"	"Tienda"	"Shop"	"Negozio"
"shop_category_bundles"	"Bundles"	"パック"	"Lots"	"Lotes"	"Bundles"	"Offerte"
"shop_category_items"	"Items"	"道具"	"Objets"	"Objetos"	"Items"	"Strumenti"
"shop_category_upgrades"	"Upgrades"	"アップグレード"	"Améliorations"	"Aumentos"	"Upgrades"	"Aggiornamenti"
"shop_category_pokecoins"	"PokéCoins"	"ポケコイン"	"PokéPièces"	"Pokémonedas"	"PokéMünzen"	"Pokémonete"
"shop_confirm_coins_title"	"Confirm your in-app purchase."	"購入を確定する"	"Confirme ton achat depuis le jeu"	"Confirma tu compra en la aplicación."	"In-App-Kauf bestätigen"	"Conferma il tuo acquisto tramite app"
"shop_confirm_coins_details"	"Do you want to buy one {0} for {1:C}?"	"{1:C} で {0} を１つ買いますか？"	"Veux-tu acheter un {0} pour {1:C} ?"	"¿Quieres comprar 1 {0} por {1:C}?"	"Willst du 1 {0} für {1:C} kaufen?"	"Vuoi acquistare {0} al costo di {1:C}?"
"shop_confirm_buy"	"Buy"	"購入"	"Acheter"	"Comprar"	"Kaufen"	"Acquista"
"shop_confirm_item_purchase"	"Do you want to exchange {0} PokéCoins for {1}?"	"{1} を {0} ポケコインと交換しますか？"	"Veux-tu échanger {0} PokéPièces contre {1} ?"	"¿Quieres intercambiar {0} Pokémoneda(s) por {1}?"	"Möchtest du {0} PokéMünzen für {1} einlösen?"	"Vuoi ricevere lo strumento {1} in cambio di un numero di Pokémonete pari a {0}?"
"shop_exchange_for_prefix"	"Exchange for"	"ポケコインと交換"	"Échanger contre"	"Intercambiar por"	"Einlösen"	"Usa"
"shop_exchange_for_suffix"	""	""	""	""	""	""
"shop_purchase_failure"	"Purchase failed. Please try again."	"購入できませんでした。やり直してください。"	"Échec de l’achat. Essaye à nouveau."	"No se ha podido realizar la compra. Vuelve a intentarlo."	"Kauf gescheitert. Bitte versuche es erneut."	"Acquisto non effettuato. Riprova."
"shop_need_more_coins"	"You need more PokéCoins!"	"ポケコインが足りません！"	"Tu n'as pas assez de PokéPièces."	"¡Necesitas más Pokémonedas!"	"Du brauchst mehr PokéMünzen!"	"Ti servono altre Pokémonete!"
"shop_need_more_get_coins"	"Get {0}"	"{0} ポケコインを入手"	"Obtenir {0}"	"Obtener {0}"	"Hol dir {0}."	"Te ne servono {0}."
"shop_need_more_go_to_coins"	"Go to PokéCoins"	"ポケコインを購入する"	"Aller à PokéPièces"	"Ir a Pokémonedas"	"Zu PokéMünzen"	"Pokémonete in possesso"
"screen_title_shop"	"SHOP"	"ショップ"	"BOUTIQUE"	"TIENDA"	"Shop"	"NEGOZIO"
"shop_inventory_full"	"Your collection is full!"	"道具がいっぱいです！"	"Ta collection est complète."	"¡Tu inventario está lleno!"	"Aufbewahrungslimit erreicht!"	"Non puoi avere altri strumenti."
"shop_inventory_full_visit_shop"	"Visit the shop to expand your collection."	"ショップで持てる道具の上限を増やせます"	"Visite la Boutique pour étoffer ta collection."	"Visita la tienda para ampliar tu inventario."	"Besuche den Shop, um deine Sammlung zu erweitern."	"Visita il negozio per ampliare il tuo inventario."
"quickstart_title"	"Quick Start"	"遊び方"	"Prise en main"	"Guía de inicio rápido"	"Schnellstart"	"Guida rapida"
"quickstart_pokestopfar_0"	"This is a PokéStop."	"これがポケストップだ。"	"Ceci est un PokéStop."	"Esto es una Poképarada."	"Dies ist ein PokéStop."	"Questo è un Pokéstop."
"quickstart_pokestopfar_1"	"It's a real-world location where you can find Poké Balls and other items."	"モンスターボールや他の道具をみつけられる場所なんだ。"	"Il s’agit d’un endroit réel où tu peux obtenir des Poké Balls et d’autres objets."	"Es un lugar situado en el mundo real en el que puedes encontrar Poké Balls y otros objetos."	"Ein Ort in der echten Welt, an dem du Pokébälle und andere Items finden kannst."	"È una località del mondo reale dove puoi trovare Poké Ball e altri strumenti."
"quickstart_pokestopnear_0"	"The PokéStop will change its shape when you walk close enough. Tap it to interact with it."	"ポケストップへ近づくと形が変わるんだ。さあタップしてみよう。"	"Le PokéStop change de forme lorsque tu t’en approches. Touche-le pour l'ouvrir."	"La Poképarada cambiará de forma cuando estés lo bastante cerca. Tócala para interactuar con ella."	"Der PokéStop ändert seine Form, wenn du nah genug dran bist. Tippe drauf, um ihn zu öffnen."	"Il Pokéstop cambierà aspetto quando ti avvicini. Toccalo per interagirci."
"quickstart_pokestopspin_0"	"Spin the Photo Disc to generate items. Tap or swipe the items to collect them."	"中心の部分を勢いよくスワイプすると回転して道具が出てくるぞ。"	"Fais tourner le PhotoDisque pour générer des objets. Touche ces objets pour les prendre."	"Dale vueltas al fotodisco para que salgan objetos. Toca o pasa el dedo por ellos para conseguirlos."	"Drehe die Scheibe, um Items zu erhalten. Zum Einsammeln drauftippen oder drüberstreichen."	"Fai girare il centro della struttura per generare strumenti. Tocca gli strumenti per raccoglierli."
"quickstart_gymmap_0"	"This is a Gym."	"これがジムだ。"	"Ceci est une Arène."	"Esto es un Gimnasio."	"Dies ist eine Arena."	"Questa è una Palestra."
"quickstart_gymmap_1"	"Teams battle for control of these real-world locations."	"この特別な場所をめぐって、３つのチームがバトルの腕を競っているんだ。"	"Les équipes s’affrontent pour prendre le contrôle de ces lieux réels."	"Los equipos combaten por el control de estos lugares situados en el mundo real."	"Teams kämpfen um die Kontrolle dieser Standorte."	"Ogni Palestra è contesa da tre squadre diverse."
"quickstart_gymbuttons_0"	"Assign one of your Pokémon to an open Gym to claim it for your team. Strengthen a friendly Gym by assigning one of your Pokémon to help defend it."	"無所属のジムにポケモンを１匹選んで配置すると、自分のチームのジムにできる。同じ色の仲間チームのジムには、自分のポケモンを１匹選んで配置できるぞ。"	"Assigne l’un de tes Pokémon à une Arène vide pour en prendre possession. Renforce une Arène amicale  en assignant l’un de tes Pokémon à sa défense."	"Asigna a uno de tus Pokémon a un Gimnasio vacío para reclamarlo para tu equipo. Fortalece un Gimnasio amigo asignando a uno de tus Pokémon para que ayude a defenderlo."	"Weise eines deiner Pokémon einer leeren Arena zu, um sie für dein Team in Besitz zu nehmen. Stärke eine freundliche Arena, indem du ihr eines deiner Pokémon zuweist, um bei der Verteidigung zu helfen."	"Assegna uno dei tuoi Pokémon a una Palestra vuota per rivendicarla per la tua squadra. Rinforza una Palestra amica assegnandogli uno dei tuoi Pokémon per aiutare a difenderla."
"quickstart_gymbuttons_1"	"Train the Pokémon at a friendly Gym to increase the Gym's Prestige and level."	"仲間チームのジムでトレーニングバトルをすると、名声とレベルを上げられる。"	"Dresse les Pokémon présents dans une Arène amicale pour augmenter son prestige et son niveau."	"Entrena a los Pokémon en un Gimnasio amigo para aumentar el prestigio y el nivel del Gimnasio."	"Trainiere das Pokémon in einer freundlichen Arena, um das Prestige und den Level der Arena zu erhöhen."	"Allena i tuoi Pokémon presso una Palestra amica per aumentarne il grado di prestigio e il livello."
"quickstart_gymbuttons_2"	"Challenge a rival Gym to lower its Prestige and level."	"別チームのジムにバトルを挑めば、名声とレベルを下げられる。"	"Défie une Arène rivale pour abaisser son prestige et son niveau."	"Desafía a un Gimnasio rival para bajar su prestigio y nivel."	"Fordere eine gegnerische Arena heraus, um deren Prestige und Level zu senken."	"Sfida una Palestra rivale per diminuirne il grado di prestigio e il livello."
"quickstart_battledodge_0"	"During battle, swipe left or right to dodge incoming attacks."	"バトル中は、左右にスワイプして攻撃をかわすことができる。"	"Lors d’un combat, fais glisser ton doigt à gauche ou à droite pour éviter les attaques."	"Durante un combate, desliza el dedo a izquierda o derecha para esquivar ataques."	"Streiche im Kampf nach links oder rechts, um Attacken auszuweichen."	"Durante una lotta, fai scivolare il dito a destra o sinistra per schivare gli attacchi in arrivo."
"shop_inventory_full_go_to_upgrades"	"Go to Upgrades"	"アップグレードメニューへ"	"Voir les Améliorations"	"Ve a Aumentos"	"Zu Upgrades"	"Ampliamenti"
"encounter_too_many_pokemon"	"Your Pokémon Box is full. You can buy more space in the shop."	"ボックスがいっぱいです！ショップで上限を増やすことができます"	"Ta Boîte Pokémon est pleine. Tu peux acheter plus de place dans la Boutique."	"Tu caja de Pokémon está llena. Puedes comprar más espacio para Pokémon en la tienda."	"Deine Pokémon-Box ist voll. Du kannst im Shop mehr Platz kaufen."	"Il tuo Box Pokémon è pieno. Puoi acquistare più spazio al negozio."
"pokestop_too_many_items"	"Your Bag is full. You can buy more space for items in the shop."	"道具がいっぱいになりました！ショップで上限を増やすことができます"	"Ton Sac est plein. Tu peux acheter plus de place pour tes objets dans la Boutique."	"Tu Bolsa está llena. Puedes comprar más espacio para objetos en la tienda."	"Dein Beutel ist voll. Du kannst im Shop mehr Platz für Items kaufen."	"La tua Borsa è piena. Puoi acquistare più spazio al negozio."
"IAP_CATEGORY_ITEMS"	"Items"	"道具"	"Objets"	"Objetos"	"Items"	"Strumenti"
"IAP_CATEGORY_UPGRADES"	"Upgrades"	"アップグレード"	"Améliorations"	"Aumentos"	"Upgrades"	"Ampliamenti"
"IAP_CATEGORY_BUNDLE"	"Bundles"	"詰め合わせ"	"Lots"	"Lotes"	"Bundles"	"Offerte"
"IAP_CATEGORY_POKECOINS"	"PokéCoins"	"ポケコイン"	"PokéPièces"	"Pokémonedas"	"PokéMünzen"	"Pokémonete"
"IAP_CATEGORY_NONE"	"Uncategorized"	"その他"	"Non classé"	"Sin clasificar"	"Nicht kategorisiert"	"Generale"
"shop_something_went_wrong"	"Something went wrong. Please try again."	"エラーです。操作をやり直してください。"	"Une erreur s’est produite. Essaye à nouveau."	"Se ha producido un error. Por favor, vuelve a intentarlo."	"Etwas ist schiefgegangen. Bitte versuche es noch mal."	"Si è verificato un errore. Riprova più tardi."
"shop_daily_bonus_amount"	"{0} PokéCoins"	"{0} ポケコイン"	"{0} PokéPièces"	"{0} Pokémonedas"	"{0} PokéMünzen"	"{0} Pokémonete"
"age_gate_screen"	"Please enter your date of birth."	"生年月日を入力してください"	"Merci d’entrer ta date de naissance."	"Introduce tu fecha de nacimiento."	"Gib dein Geburtdatum ein."	"Inserisci la tua data di nascita."
"month_jan"	"Jan"	"1"	"Jan"	"Ene."	"Jan."	"Gen"
"month_feb"	"Feb"	"2"	"Fév"	"Feb."	"Febr."	"Feb"
"month_mar"	"Mar"	"3"	"Mar"	"Mar."	"März"	"Mar"
"month_apr"	"Apr"	"4"	"Avr"	"Abr."	"Apr."	"Apr"
"month_may"	"May"	"5"	"Mai"	"Mayo"	"Mai"	"Mag"
"month_jun"	"Jun"	"6"	"Jun"	"Jun."	"Juni"	"Giu"
"month_jul"	"Jul"	"7"	"Jul"	"Jul."	"Juli"	"Lug"
"month_aug"	"Aug"	"8"	"Aoû"	"Ago."	"Aug."	"Ago"
"month_sep"	"Sep"	"9"	"Sep"	"Sep."	"Sept."	"Set"
"month_oct"	"Oct"	"10"	"Oct"	"Oct."	"Okt."	"Ott"
"month_nov"	"Nov"	"11"	"Nov"	"Nov."	"Nov."	"Nov"
"month_dec"	"Dec"	"12"	"Déc"	"Dic."	"Dez."	"Dec"
"submit_age_button"	"Submit"	"送信"	"Envoyer"	"Enviar"	"Absenden"	"Conferma"
"registration_choice_screen"	"Please select an account to register with."	"登録するアカウントサービスを選択してください"	"Choisis le compte avec lequel tu souhaites t’enregistrer."	"Selecciona una cuenta con la que registrarte."	"Wähle ein Konto aus, mit dem du dich registrieren möchtest."	"Scegli con quale account desideri iscriverti."
"login_choice_screen"	"Sign up with"	"ログインに利用するアカウントサービスを選択してください"	"Te connecter avec :"	"Regístrate con:"	"Anmelden mit"	"Accedi con"
"ptc_login_button"	"Pokémon Trainer Club"	"ポケモントレーナークラブ"	"Club des Dresseurs Pokémon"	"Club de Entrenadores Pokémon"	"Pokémon Trainer Club"	"Club Allenatori di Pokémon"
"google_login_button"	"Google"	"Google"	"Google"	"Google"	"Google"	"Google"
"ptc_login_title"	"Pokémon Trainer Club"	"ポケモントレーナークラブ"	"Club des Dresseurs Pokémon"	"Club de Entrenadores Pokémon"	"Pokémon Trainer Club"	"Club Allenatori di Pokémon"
"ptc_forgot_username"	"Forgot your username?"	"ユーザー名を忘れた場合はこちら"	"J'ai oublié mon nom d'utilisateur"	"¿Has olvidado tu nombre de usuario?"	"Benutzernamen vergessen?"	"Hai dimenticato il tuo nome utente? "
"ptc_forgot_password"	"Forgot your password?"	"パスワードを忘れた場合はこちら"	"J'ai oublié mon mot de passe"	"¿Has olvidado tu contraseña?"	"Passwort vergessen?"	"Hai dimenticato la tua password?"
"privacy_policy_title"	"Pokémon GO Privacy Policy"	"Pokémon GO プライバシーポリシー"	"Politique de confidentialité de Pokémon GO"	"Politica de privacidad de Pokémon GO"	"<i>Pokémon GO?</i> Datenschutzrichtlinien"	"Informativa sulla privacy di Pokémon GO"
"privacy_policy_button"	"Privacy Policy"	"プライバシーポリシー"	"Politique de confidentialité"	"Política de privacidad"	"Datenschutzrichtlinien"	"Informativa sulla privacy"
"login_username"	"Enter your username"	"ユーザー名"	"Nom d’utilisateur"	"Introduce tu nombre de usuario"	"Benutzernamen eingeben"	"Inserisci il nome utente"
"login_password"	"Enter your password"	"パスワード"	"Mot de passe"	"Introduce tu contraseña"	"Passwort eingeben"	"Inserisci la password"
"facebook_login_button"	"Facebook"	"Facebook"	"Facebook"	"Facebook"	"Facebook"	"Facebook"
"ptc_login_submit"	"Sign in"	"サインイン"	"Ouvrir ta session"	"Iniciar sesión"	"Anmelden"	"Accedi"
"ptc_need_to_register_button"	"Register"	"登録する"	"T’enregistrer"	"Registrarse"	"Registrieren"	"Iscriviti"
"ptc_error_activation_required"	"Please activate your account in order to play Pokémon GO."	"有効化したアカウントを使用してください"	"Active ton compte afin de jouer à Pokémon GO."	"Activa tu cuenta para jugar a Pokémon GO."	"Aktiviere dein Konto, um <i>Pokémon GO</i> zu spielen."	"Attiva il tuo account per giocare con Pokémon GO."
"google_auth_failed"	"Unable to authenticate. Please try again."	"認証できませんでした。もう一度やり直してください。"	"Authentification impossible. Essaye à nouveau."	"No se puede autenticar. Vuelve a intentarlo."	"Authentifizierung fehlgeschlagen. Versuche es noch mal."	"Autenticazione fallita. Riprova."
"ptc_auth_failed"	"Unable to authenticate. Please try again."	"認証できませんでした。もう一度やり直してください。"	"Authentification impossible. Essaye à nouveau."	"No se puede autenticar. Vuelve a intentarlo."	"Authentifizierung fehlgeschlagen. Versuche es noch mal."	"Autenticazione fallita. Riprova."
"fb_auth_failed"	"Unable to authenticate. Please try again."	"認証できませんでした。もう一度やり直してください。"	"Authentification impossible. Essaye à nouveau."	"No se puede autenticar. Vuelve a intentarlo."	"Authentifizierung fehlgeschlagen. Versuche es noch mal."	"Autenticazione fallita. Riprova."
"fb_auth_error_no_email"	"Please use a Facebook account that has an email address attached to it."	"メールアドレスを使用して登録したアカウントが必要です。"	"Utilise un compte Facebook ayant une adresse email associée."	"Usa una cuenta de Facebook que tenga una dirección de correo electrónico asociada."	"Nutze ein Facebook-Konto, das mit einer E-Mail-Adresse verbunden ist."	"Usa un account Facebook al quale sia stato associato un indirizzo di posta elettronica."
"authentication_revoked_error"	"Unable to connect to server."	"サーバーに接続できませんでした。"	"Erreur de connexion au serveur."	"No se puede conectar al servidor."	"Verbindung zum Server konnte nicht hergestellt werden."	"Connessione al server non riuscita."
"shop_daily_bonus_header"	"A special gift from the Professor!"	"博士からのプレゼントが届きました！"	"Un cadeau spécial de la part du Professeur !"	"¡Un regalo especial de parte del Profesor!"	"Ein besonderes Geschenk vom Professor!"	"Un regalo speciale da parte del professore!"
"shop_daily_bonus_button"	"Sweet, thanks!"	"受け取る"	"Super, merci !"	"¡Guay! ¡Gracias!"	"Super, vielen Dank!"	"Che bello! Grazie! "
"shop_coming_soon"	"Coming Soon"	"準備中"	"Prochainement"	"¡Próximamente!"	"Demnächst erhältlich!"	"In arrivo"
"shop_fully_upgraded"	"Your {0} is fully upgraded!"	"{0} はこれ以上アップグレードできません"	"Ton {0} a été mis à jour !"	"¡Tu {0} ha aumentado por completo!"	"Das Upgrade für {0} ist vollständig!"	"{0} - Ampliamento completato! "
"incubator_selector_header"	"Incubators"	"ふかそうち"	"Incubateurs"	"Incubadoras"	"Brutmaschinen"	"Incubatrici"
"incubator_selector_uses_left"	"{0} use(s) left"	"残り{0}回"	"{0} utilisations restantes"	"{0}"	"Noch {0} ×"	"{0}"
"incubator_choose_egg"	"Choose an Egg to incubate."	"温めるタマゴを選んでください"	"Choisis l’œuf que tu veux incuber."	"Elige un Huevo para incubarlo."	"Wähle ein Ei zum Ausbrüten aus."	"Scegli un Uovo da mettere nell'incubatrice."
"egg_detail_put_in_incubator"	"Use an incubator to incubate this Egg."	"ふかそうちにセットするとタマゴを温めることができます"	"Utilise un incubateur pour incuber cet œuf."	"Usa una incubadora para incubar este Huevo."	"Benutze eine Brutmaschine, um dieses Ei auszubrüten."	"Usa un'incubatrice per far schiudere questo Uovo."
"egg_detail_hatch_walk"	"Walk to hatch this Egg."	"歩いてタマゴをかえそう"	"Marche pour faire éclore cet œuf."	"Camina para que este Huevo eclosione."	"Gehe zu Fuß, um dieses Ei auszubrüten."	"Cammina per far schiudere questo Uovo."
"egg_detail_start_incubation"	"START INCUBATION"	"ふかそうちを使う"	"DÉMARRER L’INCUBATION"	"EMPEZAR INCUBACIÓN"	"Ausbrüten beginnen"	"METTI NELL'INCUBATRICE"
"inventory_no_eggs"	"Collect more Eggs!"	"タマゴはありません"	"Récupère d’autres œufs."	"¡Consigue más Huevos!"	"Sammle mehr Eier!"	"Raccogli altre Uova!"
"incubator_selector_infinite_uses"	"∞"	"∞"	"∞"	"∞"	"∞"	"∞"
"pokestop_disk_empty_title"	"Empty Module slot"	"スロットは空です"	"Emplacement libre"	"Espacio vacío"	"Freier Modulsteckplatz"	"Spazio modulo vuoto"
"pokestop_disk_empty_desc"	"Can have a PokéStop Module installed."	"ポケストップ モジュールを使用することができます"	"Peut recevoir un module de PokéStop."	"Puede instalarse un módulo de Poképarada."	"Hier kann ein PokéStop-Modul installiert werden."	"Questo spazio può essere riempito con un modulo Pokéstop."
"pokestop_disk_inventory_title"	"PokéStop Module"	"ポケストップ モジュール"	"Module de PokéStop"	"Módulo de Poképarada"	"PokéStop-Module"	"Moduli Pokéstop"
"pokestop_out_of_disks"	"Collect more PokéStop Modules!"	"ポケストップ モジュールを持っていません"	"Récupère d’autres modules de PokéStop."	"¡Consigue más módulos de Poképaradas!"	"Sammle mehr PokéStop-Module!"	"Procurati altri moduli Pokéstop!"
"pokestop_disk_activate_error_already_has_disk"	"You need PokéStop Modules."	"そのモジュールはすでにポケストップで使用されています"	"Il te faut des modules de PokéStop."	"Necesitas módulos de Poképaradas."	"Du benötigst PokéStop-Module."	"Hai bisogno di moduli Pokéstop."
"pokestop_disk_activate_error"	"Failed to install the Module."	"モジュールをインストールできませんでした"	"Erreur d'installation du module."	"No se ha podido instalar el módulo de Poképarada."	"PokéStop-Modul konnte nicht installiert werden."	"Impossibile installare il modulo Pokéstop."
